("", [11])
("froze", [1])
("fruitless", [1])
("fruits", [1])
("fulfil", [1])
("full", [11])
("fulsome", [1])
("fun", [2])
("function", [2])
("furious", [1])
("furnish", [1])
("furnishd", [1])
("further", [5])
("furthest", [1])
("fury", [3])
("fustian", [1])
("gabble", [1])
("gagged", [2])
("gain", [1])
("gaind", [1])
("gains", [1])
("gainst", [2])
("gait", [3])
("gall", [1])
("galleys", [1])
("galliard", [3])
("gaoler", [5])
("garde", [1])
("garden", [5])
("garment", [1])
("garments", [2])
("gaskins", [1])
("gate", [9])
("gates", [3])
("gather", [3])
("gave", [16])
("gavest", [1])
("gay", [1])
("gaze", [2])
("gazing", [4])
("geck", [1])
("gems", [1])
("generous", [1])
("genius", [2])
("gentle", [13])
("gentleman", [24])
("gentlemen", [3])
("gentleness", [2])
("gentlewoman", [4])
("gently", [3])
("get", [24])
("gets", [1])
("ghost", [1])
("giant", [1])
("giddily", [1])
("giddy", [1])
("giddypaced", [1])
("gift", [2])
("gifts", [3])
("gillian", [1])
("gilt", [1])
("gin", [1])
("ginger", [1])
("ginn", [1])
("give", [57])
("given", [7])
("givent", [1])
("gives", [6])
("givet", [2])
("giving", [1])
("glad", [2])
("gladly", [1])
("glanced", [1])
("glass", [3])
("glimmer", [1])
("globe", [1])
("glorious", [2])
("glove", [1])
("gnats", [1])
("gnawd", [1])
("gnawing", [1])
("go", [95])
("goblins", [1])
("god", [26])
("godliness", [1])
("gods", [7])
("goes", [6])
("going", [2])
("gold", [21])
("golden", [5])
("golds", [1])
("goldsmith", [9])
("goldsmiths", [1])
("gone", [17])
("good", [109])
("goodly", [1])
("goods", [4])
("goodwill", [1])
("goosepen", [1])
("gorboduc", [1])
("gore", [1])
("gospels", [1])
("gossip", [2])
("gossiping", [1])
("gossips", [1])
("got", [2])
("governs", [1])
("gown", [4])
("grace", [11])
("graces", [1])
("gracious", [6])
("grain", [2])
("grained", [1])
("grandam", [2])
("grandjurymen", [1])
("grant", [5])
("grapple", [1])
("grass", [1])
("gratillity", [1])
("grave", [6])
("gravity", [2])
("grease", [1])
("great", [34])
("greatly", [1])
("greatness", [8])
("greece", [1])
("greek", [1])
("green", [1])
("greet", [1])
("grew", [1])
("grey", [2])
("grief", [4])
("griefs", [1])
("grieve", [1])
("grieves", [1])
("grievous", [1])
("grim", [1])
("grime", [1])
("grize", [1])
("grizzle", [1])
("groans", [1])
("gross", [1])
("grossly", [2])
("grossness", [1])
("ground", [4])
("grounds", [2])
("grow", [6])
("growing", [1])
("grown", [1])
("grows", [5])
("guard", [5])
("guess", [1])
("guest", [1])
("guests", [1])
("guilders", [2])
("guilt", [1])
("guiltless", [1])
("guilty", [2])
("gulf", [1])
("gull", [4])
("gullcatcher", [1])
("gust", [1])
("ha", [7])
("habit", [3])
("habits", [2])
("had", [71])
("hadst", [6])
("haggard", [1])
("hair", [12])
("hairs", [1])
("hairy", [1])
("halberds", [1])
("hale", [1])
("half", [9])
("hall", [1])
("halloo", [1])
("halting", [1])
("hand", [42])
("handmaid", [1])
("hands", [9])
("handwriting", [1])
("hang", [8])
("hanged", [2])
("hanging", [2])
("hangs", [1])
("hap", [3])
("hapless", [1])
("haply", [5])
("happy", [6])
("harbinger", [1])
("harbour", [1])
("harbours", [2])
("hard", [8])
("hardhearted", [1])
("hardly", [3])
("hardy", [1])
("hare", [1])
("hark", [2])
("harlot", [1])
("harlotbrow", [1])
("harlots", [1])
("harm", [3])
("harshly", [1])
("hart", [2])
("harvest", [1])
("has", [20])
("hast", [27])
("haste", [6])
("hatch", [1])
("hate", [4])
("hath", [70])
("haunts", [1])
("have", [226])
("havet", [1])
("having", [8])
("havior", [1])
("havoc", [1])
("hazarded", [1])
("he", [304])
("head", [9])
("heads", [1])
("headsman", [1])
("headstrong", [2])
("headyrash", [1])
("healthful", [1])
("healths", [1])
("hear", [27])
("heard", [14])
("hearing", [1])
("heart", [34])
("hearts", [4])
("heat", [2])
("heathen", [1])
("heats", [1])
("heaven", [10])
("heavens", [8])
("heavier", [1])
("heavy", [2])
("heed", [1])
("heedful", [2])
("heels", [5])
("height", [1])
("heir", [1])
("held", [3])
("hell", [14])
("help", [15])
("helpful", [1])
("helpless", [2])
("hence", [14])
("henceforth", [1])
("her", [168])
("here", [99])
("herea", [1])
("hereafter", [2])
("herein", [2])
("hereof", [1])
("heres", [9])
("heresy", [1])
("hermit", [1])
("herrings", [1])
("herself", [6])
("hes", [29])
("hey", [6])
("hid", [3])
("hide", [2])
("hideous", [3])
("hides", [1])
("hideth", [1])
("hie", [8])
("high", [3])
("higher", [1])
("highest", [3])
("highly", [1])
("highness", [1])
("hills", [1])
("him", [306])
("himself", [16])
("hind", [1])
("hinderd", [3])
("hindered", [1])
("hip", [4])
("hire", [1])
("his", [209])
("history", [1])
("hit", [3])
("hither", [15])
("ho", [12])
("hob", [1])
("hoist", [1])
("hoisted", [1])
("hold", [34])
("holds", [1])
("holiness", [1])
("hollow", [1])
("holloweyed", [1])
("holp", [1])
("holy", [8])
("homage", [3])
("home", [48])
("homely", [1])
("homeward", [2])
("honest", [4])
("honesty", [2])
("honour", [10])
("honourable", [1])
("honours", [2])
("hope", [18])
("hopeless", [2])
("hopes", [3])
("hornmad", [2])
("horrible", [1])
("horribly", [1])
("horrid", [1])
("horse", [6])
("host", [3])
("hostess", [1])
("hosts", [1])
("hot", [4])
("hound", [1])
("hounds", [1])
("hour", [21])
("hours", [9])
("house", [55])
("housed", [4])
("housekeeper", [1])
("houses", [2])
("housewife", [1])
("how", [96])
("however", [1])
("howling", [1])
("hoy", [1])
("huge", [1])
("hull", [1])
("human", [1])
("humble", [3])
("humour", [8])
("humours", [1])
("hundred", [4])
("hung", [1])
("hungry", [2])
("hunt", [1])
("hunter", [1])
("hurl", [1])
("hurling", [1])
("hurried", [1])
("hurt", [11])
("husband", [32])
("husbands", [5])
("hushes", [1])
("hyperbolical", [1])
("i", [1085])
("icicle", [1])
("idiot", [2])
("idle", [4])
("idleness", [1])
("idly", [1])
("idol", [1])
("if", [163])
("ignorance", [3])
("ignorant", [2])
("ii", [10])
("iii", [7])
("ild", [4])
("ill", [99])
("illfaced", [1])
("illusions", [1])
("illyria", [10])
("im", [1])
("image", [4])
("imaginary", [1])
("imagination", [4])
("imitate", [1])
("immediate", [1])
("immediately", [2])
("impatience", [1])
("impeach", [2])
("impeticos", [1])
("impetuosity", [1])
("implacable", [1])
("importance", [1])
("important", [2])
("importuned", [2])
("importunes", [1])
("imposed", [1])
("impossible", [1])
("impressure", [1])
("imprisond", [1])
("imprisonment", [1])
("improbable", [1])
("in", [480])
("incardinate", [1])
("incensed", [1])
("incensement", [1])
("incessant", [1])
("incites", [1])
("incivility", [1])
("inconstant", [1])
("incorporate", [1])
("increased", [1])
("increasing", [1])
("incredulous", [1])
("indeed", [19])
("india", [1])
("indies", [2])
("indifferent", [2])
("indignation", [2])
("indignities", [1])
("indignity", [1])
("induced", [1])
("indued", [1])
("inevitable", [1])
("infect", [1])
("infection", [1])
("infectious", [1])
("infinite", [1])
("infirmity", [2])
("infringe", [1])
("ingrate", [1])
("ingrateful", [1])
("ingratitude", [1])
("inhabit", [3])
("inhabits", [1])
("injunction", [1])
("injuries", [1])
("injury", [4])
("ink", [7])
("inn", [3])
("innocence", [2])
("inquisitive", [2])
("ins", [1])
("inspiration", [1])
("instance", [3])
("instant", [3])
("instrument", [1])
("int", [6])
("intellectual", [1])
("intended", [1])
("intent", [2])
("intercepter", [1])
("interchangement", [1])
("interim", [1])
("interlude", [1])
("intestine", [1])
("intimate", [1])
("into", [26])
("intricate", [1])
("intrusion", [2])
("inure", [1])
("invention", [3])
("inventoried", [1])
("invisible", [3])
("invite", [1])
("invited", [2])
("invites", [1])
("ire", [1])
("ireful", [1])
("ireland", [1])
("iron", [3])
("is", [384])
("ist", [12])
("it", [352])
("item", [3])
("its", [4])
("itself", [4])
("iv", [6])
("ivy", [1])
("jade", [1])
("jars", [1])
("jaws", [1])
("jealous", [4])
("jealousy", [4])
("jeer", [1])
("jest", [11])
("jester", [1])
("jesting", [1])
("jests", [4])
("jets", [1])
("jewel", [4])
("jewels", [1])
("jezebel", [1])
("jig", [1])
("jocund", [1])
("joinder", [1])
("jollity", [1])
("jolly", [1])
("jot", [2])
("journeys", [1])
("jove", [8])
("joves", [1])
("joy", [1])
("joyful", [1])
("judge", [1])
("judgement", [1])
("judgment", [1])
("juggler", [1])
("jugglers", [1])
("jump", [1])
("just", [3])
("justice", [5])
("justly", [2])
("keep", [24])
("keepest", [1])
("keeps", [4])
("kept", [5])
("key", [2])
("kick", [1])
("kickd", [1])
("kickshawses", [1])
("kill", [7])
("killd", [1])
("killed", [1])
("killest", [1])
("kin", [2])
("kind", [12])
("kindly", [1])
("kindness", [4])
("kindnesses", [2])
("king", [3])
("kinsman", [7])
("kiss", [2])
("kisses", [1])
("kitchen", [1])
("kitchend", [1])
("kitchenmaid", [1])
("kitchenvestal", [1])
("knave", [12])
("knavery", [1])
("knaves", [2])
("kneel", [1])
("knew", [4])
("knife", [1])
("knight", [22])
("knights", [1])
("knitters", [1])
("knock", [4])
("knot", [1])
("know", [91])
("knowing", [2])
("knowledge", [3])
("known", [4])
("knows", [7])
("knowst", [8])
("la", [1])
("labelled", [1])
("labour", [4])
("labourd", [1])
("lack", [4])
("lackest", [1])
("lacks", [1])
("lad", [3])
("ladies", [1])
("lady", [75])
("ladys", [7])
("ladyship", [5])
("ladyships", [1])
("laid", [7])
("lamb", [1])
("lamed", [1])
("lamp", [1])
("lamps", [1])
("land", [2])
("lands", [2])
("languages", [1])
("lapland", [1])
("lapsed", [1])
("lapwing", [1])
("large", [2])
("lashd", [1])
("last", [10])
("lasting", [1])
("late", [11])
("lately", [2])
("lath", [1])
("latterborn", [1])
("laudable", [1])
("laugh", [5])
("laughter", [2])
("law", [5])
("laws", [3])
("lay", [7])
("lays", [2])
("lead", [6])
("league", [2])
("leagues", [1])
("lean", [3])
("leanfaced", [1])
("leap", [1])
("learn", [2])
("learnd", [1])
("learned", [1])
("leasing", [1])
("least", [3])
("leather", [2])
("leave", [23])
("leaves", [1])
("leaving", [2])
("lechery", [2])
("left", [15])
("leg", [5])
("legion", [1])
("legitimate", [1])
("legs", [7])
("leisure", [2])
("leman", [1])
("lend", [1])
("length", [2])
("lenten", [1])
("less", [6])
("lesser", [2])
("lest", [9])
("let", [105])
("lethargy", [1])
("lethe", [1])
("lets", [10])
("letter", [20])
("letters", [2])
("lettersthis", [1])
("level", [1])
("levied", [1])
("liberties", [1])
("liberty", [6])
("licence", [1])
("licentious", [1])
("lids", [1])
("lie", [8])
("lief", [1])
("liege", [3])
("lies", [8])
("liest", [2])
("life", [34])
("lifeless", [1])
("lifelings", [1])
("lifepreserving", [1])
("light", [15])
("lightens", [1])
("lighter", [1])
("lightly", [1])
("lights", [1])
("like", [63])
("likewise", [1])
("liking", [1])
("limbo", [1])
("limbs", [1])
("limed", [1])
("limit", [1])
("limits", [1])
("lines", [1])
("lingerd", [1])
("lion", [1])
("lip", [2])
("lips", [5])
("list", [2])
("little", [14])
("live", [17])
("lived", [2])
("lively", [1])
("liver", [5])
("lives", [5])
("livest", [1])
("living", [1])
("lo", [2])
("loath", [3])
("loathsome", [1])
("lock", [2])
("lockd", [6])
("locking", [1])
("lodge", [1])
("lodging", [1])
("long", [24])
("longer", [11])
("longing", [1])
("look", [21])
("lookd", [3])
("looked", [4])
("looks", [8])
("loose", [3])
("lord", [45])
("lords", [6])
("lordship", [2])
("lose", [8])
("loseth", [1])
("loss", [2])
("lost", [11])
("loud", [2])
("loureth", [1])
("love", [92])
("lovea", [1])
("lovebroker", [1])
("loved", [2])
("lover", [1])
("lovers", [2])
("loves", [8])
("lovesong", [3])
("lovesprings", [1])
("lovest", [1])
("lovethoughts", [1])
("low", [4])
("lowly", [1])
("loyal", [1])
("lubber", [1])
("luce", [8])
("luceluce", [1])
("luciana", [55])
("luck", [1])
("lucrece", [2])
("lullaby", [1])
("lunatic", [2])
("lust", [2])
("lustrous", [1])
("lying", [1])
("m", [4])
("mace", [1])
("mad", [46])
("madam", [32])
("made", [28])
("madest", [1])
("madly", [2])
("madlyused", [1])
("madman", [8])
("madmans", [1])
("madmen", [1])
("madness", [8])
("madonna", [10])
("mads", [1])
("maid", [4])
("maiden", [1])
("maidenhead", [1])
("maidens", [1])
("maidhood", [1])
("maids", [3])
("maintain", [1])
("make", [73])
("makes", [9])
("making", [4])
("malapert", [1])
("male", [1])
("males", [1])
("malice", [2])
("malignancy", [1])
("malls", [1])
("malthorse", [1])
("malvolio", [125])
("malvolios", [4])
("man", [123])
("managed", [1])
("manhood", [1])
("manifests", [1])
("manikin", [1])
("mankind", [2])
("manner", [6])
("manners", [5])
("mans", [6])
("many", [12])
("map", [1])
("marble", [1])
("marblebreasted", [1])
("maria", [84])
("marian", [2])
("marias", [1])
("mark", [4])
("markd", [1])
("markets", [1])
("marks", [11])
("marrd", [1])
("marriage", [4])
("marriagebed", [1])
("married", [6])
("marry", [23])
("mart", [11])
("martial", [1])
("marts", [1])
("marvel", [2])
("marvellous", [1])
("mary", [4])
("masculine", [1])
("masques", [1])
("mast", [3])
("master", [61])
("masterly", [1])
("masters", [13])
("match", [2])
("mate", [1])
("mated", [2])
("mater", [1])
("matter", [20])
("maud", [1])
("maugre", [1])
("maw", [1])
("may", [61])
("mayest", [1])
("mayst", [3])
("mbut", [1])
("me", [503])
("meals", [1])
("mean", [16])
("meaner", [1])
("meanest", [2])
("meaning", [4])
("meanly", [1])
("means", [9])
("meant", [1])
("meantime", [1])
("measure", [3])
("measures", [1])
("meat", [7])
("meddle", [2])
("meditate", [1])
("meek", [1])
("meet", [8])
("meeting", [1])
("meets", [1])
("melancholy", [7])
("mellifluous", [1])
("mellow", [1])
("memorials", [1])
("memory", [1])
("men", [21])
("menaphon", [1])
("mend", [7])
("mended", [2])
("merchant", [25])
("merchants", [2])
("mercies", [1])
("merciless", [1])
("mercury", [1])
("mercy", [4])
("mere", [2])
("mermaid", [1])
("mermaids", [1])
("merrier", [1])
("merrily", [1])
("merry", [16])
("mesoftly", [1])
("message", [2])
("messaline", [2])
("messenger", [6])
("met", [9])
("metal", [2])
("metaphor", [1])
("meteors", [1])
("methe", [1])
("methinks", [7])
("method", [2])
("methought", [4])
("mettle", [2])
("mickle", [1])
("midnight", [3])
("midst", [1])
("midsummer", [1])
("midwife", [1])
("might", [29])
("mightst", [3])
("mighty", [3])
("mildly", [1])
("milk", [1])
("mind", [17])
("minds", [2])
("mine", [47])
("mingled", [1])
("minion", [4])
("minions", [1])
("minister", [2])
("ministers", [1])
("mint", [1])
("minute", [1])
("minutes", [1])
("minx", [1])
("miracle", [2])
("mire", [1])
("mirth", [2])
("miscarry", [1])
("mischief", [1])
("misdemeanors", [1])
("misery", [2])
("misfortunes", [1])
("mishap", [1])
("mishaps", [1])
("misprision", [1])
("mist", [1])
("mistake", [3])
("mistaken", [1])
("mistook", [1])
("mistress", [39])
("mistresswhat", [1])
("mitigation", [1])
("mmalvolio", [1])
("mockery", [1])
("mocks", [1])
("moderate", [1])
("modest", [3])
("modesty", [4])
("mole", [2])
("mollification", [1])
("mome", [1])
("moment", [1])
("monachum", [1])
("money", [34])
("monsieur", [2])
("monster", [1])
("monstrously", [1])
("month", [2])
("months", [4])
("monument", [1])
("mood", [3])
("moody", [1])
("moon", [1])
("more", [91])
("moreover", [2])
("mores", [1])
("morning", [5])
("morrispike", [1])
("morrow", [1])
("mortal", [4])
("moss", [1])
("most", [46])
("mother", [3])
("mothers", [1])
("motion", [5])
("motions", [2])
("motley", [1])
("mountain", [1])
("mountains", [1])
("mountebank", [1])
("mountebanks", [1])
("mourn", [1])
("mournd", [1])
("mournest", [1])
("mouse", [1])
("mouth", [4])
("move", [6])
("moves", [1])
("much", [54])
("muffle", [1])
("murder", [2])
("murderer", [1])
("murderous", [1])
("murmuras", [1])
("music", [9])
("musicians", [1])
("must", [43])
("mute", [1])
("mutton", [1])
("mutual", [1])
("mwhy", [1])
("my", [603])
("myrmidons", [1])
("myself", [27])
("mysome", [1])
("nail", [1])
("nails", [2])
("naked", [2])
("name", [31])
("named", [1])
("namely", [2])
("names", [4])
("nap", [1])
("narrow", [1])
("nation", [1])
("native", [1])
("nativity", [2])
("natural", [4])
("nature", [14])
("natures", [1])
("nay", [35])
("nayword", [1])
("near", [8])
("necessity", [2])
("neck", [5])
("need", [4])
("needs", [6])
("needy", [1])
("neer", [9])
("negatives", [1])
("negligence", [2])
("negotiate", [1])
("neither", [12])
("nell", [1])
("nephew", [1])
("nest", [1])
("netherlands", [1])
("never", [48])
("new", [3])
("newapparelled", [1])
("newly", [1])
("news", [1])
("next", [2])
("nicely", [1])
("nicks", [1])
("niece", [17])
("nieces", [1])
("niggard", [1])
("niggardly", [2])
("nigh", [1])
("night", [17])
("nightingales", [1])
("nightly", [1])
("nightowl", [1])
("nights", [1])
("nimble", [1])
("nine", [1])
("no", [183])
("noah", [1])
("noahs", [1])
("nob", [1])
("noble", [9])
("noblest", [1])
("nobly", [2])
("noise", [1])
("non", [1])
("none", [28])
("nonpareil", [1])
("nonregardance", [1])
("noon", [1])
("nor", [41])
("north", [2])
("nose", [6])
("not", [395])
("notable", [5])
("note", [8])
("nothing", [32])
("notorious", [3])
("notoriously", [2])
("notwithstanding", [1])
("nought", [2])
("now", [115])
("number", [2])
("numberd", [1])
("numbers", [1])
("nuncios", [1])
("nurse", [1])
("nut", [1])
("o", [101])
("oath", [5])
("oaths", [2])
("obedient", [3])
("obey", [8])
("object", [1])
("obscure", [1])
("obscured", [1])
("observation", [1])
("observe", [3])
("obstacle", [1])
("obstruction", [3])
("occasion", [6])
("occurrence", [1])
("ocean", [1])
("oclock", [3])
("odd", [1])
("odour", [1])
("odours", [3])
("ods", [1])
("oer", [7])
("oerflourishd", [1])
("oerraught", [1])
("of", [1010])
("off", [12])
("offence", [7])
("offend", [1])
("offended", [3])
("offer", [5])
("offerd", [2])
("offerings", [1])
("office", [6])
("officer", [33])
("officers", [7])
("oft", [10])
("often", [4])
("oftentimes", [1])
("oh", [3])
("oil", [1])
("old", [20])
("olive", [1])
("olivia", [140])
("olivias", [13])
("on", [109])
("once", [15])
("one", [92])
("ones", [6])
("only", [4])
("ons", [1])
("ont", [6])
("opal", [1])
("ope", [1])
("open", [8])
("opened", [1])
("openly", [1])
("opent", [1])
("opinion", [6])
("opportunity", [1])
("opposite", [5])
("or", [101])
("orator", [1])
("orb", [1])
("orbed", [1])
("orchard", [2])
("orchardend", [1])
("order", [3])
("ordinary", [2])
("organ", [1])
("ornament", [1])
("orsino", [70])
("orsinos", [11])
("osixpence", [1])
("other", [26])
("othergates", [1])
("others", [8])
("otherwhere", [1])
("otherwise", [1])
("ought", [1])
("ounce", [1])
("our", [57])
("ours", [1])
("ourselves", [6])
("out", [63])
("outfacing", [1])
("outrage", [2])
("outrageous", [1])
("outside", [1])
("outward", [2])
("over", [3])
("overfar", [1])
("overswear", [1])
("overthrow", [1])
("overture", [1])
("overweening", [1])
("overworn", [1])
("owe", [8])
("owes", [3])
("owls", [1])
("own", [25])
("owner", [2])
("oxen", [1])
("pace", [1])
("pacified", [1])
("pack", [3])
("packd", [1])
("paid", [2])
("pails", [1])
("pain", [2])
("pains", [9])
("pair", [2])
("palace", [4])
("palate", [1])
("pale", [6])
("palm", [1])
("paltry", [1])
("pandarus", [1])
("pang", [1])
("pangs", [3])
("pants", [1])
("panyn", [1])
("paper", [5])
("paradise", [1])
("parcel", [1])
("parchment", [1])
("pardon", [5])
("pare", [1])
("parentage", [3])
("parents", [2])
("parings", [1])
("parishtop", [1])
("parrot", [1])
("parson", [4])
("part", [16])
("partake", [1])
("parted", [2])
("partial", [1])
("participate", [1])
("particle", [1])
("partly", [1])
("parts", [3])
("pass", [7])
("passage", [2])
("passages", [2])
("passd", [3])
("passed", [1])
("passing", [1])
("passion", [10])
("passy", [1])
("past", [3])
("pastime", [1])
("patch", [2])
("patched", [3])
("pate", [6])
("patience", [10])
("patient", [7])
("patiently", [1])
("patron", [1])
("pause", [1])
("pawn", [1])
("pay", [14])
("payment", [1])
("pays", [2])
("peace", [29])
("peacock", [1])
("pearl", [1])
("peasant", [2])
("peascod", [1])
("pedant", [1])
("peevish", [3])
("peevishly", [1])
("pegaramsey", [1])
("pen", [2])
("penalty", [1])
("penance", [1])
("pence", [2])
("penitent", [1])
("penned", [1])
("pension", [1])
("pentecost", [1])
("penthesilea", [1])
("people", [10])
("pepper", [1])
("perceive", [4])
("perchance", [7])
("perdie", [1])
("perdition", [1])
("perdy", [1])
("perfect", [1])
("perfection", [1])
("perfections", [2])
("perforce", [2])
("perhaps", [6])
("peril", [1])
("periwig", [1])
("perjured", [2])
("pernicious", [1])
("perpend", [1])
("persever", [1])
("persia", [1])
("person", [4])
("personage", [1])
("personated", [1])
("persons", [3])
("perspective", [1])
("persuade", [1])
("persuaded", [2])
("persuades", [1])
("persuasion", [2])
("peruse", [2])
("perverseness", [1])
("pestilence", [1])
("phoenix", [4])
("phrase", [1])
("phrases", [1])
("phrygia", [1])
("physic", [1])
("pia", [1])
("pickleherring", [1])
("picture", [5])
("piece", [2])
("pig", [2])
("pigrogromitus", [1])
("pilchards", [1])
("pin", [1])
("pinch", [10])
("pinchs", [1])
("pined", [1])
("pipe", [1])
("pirate", [2])
("pistol", [2])
("pitch", [1])
("piteous", [1])
("pitiless", [1])
("pity", [8])
("place", [19])
("placed", [1])
("places", [1])
("plague", [4])
("plain", [6])
("plainer", [1])
("plainings", [1])
("plainly", [2])
("plaintiff", [1])
("plant", [1])
("play", [12])
("playd", [1])
("played", [1])
("plays", [2])
("plead", [5])
("pleaded", [1])
("please", [20])
("pleased", [2])
("pleaseth", [1])
("pleasing", [2])
("pleasure", [6])
("plentiful", [1])
("plenty", [1])
("plight", [1])
("plot", [1])
("pluck", [3])
("plumes", [1])
("pocket", [1])
("poetical", [1])
("point", [2])
("pointdevise", [1])
("points", [2])
("poison", [2])
("poisons", [1])
("poland", [1])
("policy", [2])
("politic", [1])
("politician", [1])
("politicians", [1])
("pollution", [1])
("poor", [21])
("porpentine", [5])
("porridge", [1])
("portend", [1])
("porter", [4])
("position", [1])
("possess", [3])
("possessd", [4])
("possessed", [2])
("possession", [3])
("possible", [2])
("possibly", [1])
("post", [5])
("postscript", [1])
("potent", [1])
("pound", [2])
("pourquoi", [2])
("power", [2])
("pox", [1])
("practise", [4])
("practising", [1])
("prague", [1])
("praise", [7])
("praised", [1])
("pranks", [3])
("pratest", [1])
("prating", [2])
("prattle", [1])
("pray", [32])
("prayers", [5])
("prays", [3])
("preachd", [1])
("preaches", [1])
("preeminence", [1])
("pregnant", [3])
("preparation", [1])
("prepare", [1])
("prerogative", [1])
("presage", [1])
("presence", [4])
("present", [13])
("presently", [5])
("preserved", [1])
("pressd", [1])
("presupposed", [1])
("pretty", [3])
("prevail", [1])
("prevailed", [1])
("prevailing", [1])
("prevented", [1])
("prevents", [1])
("prey", [2])
("price", [2])
("pride", [2])
("priest", [5])
("primo", [1])
("prince", [1])
("princes", [2])
("princess", [2])
("priory", [3])
("prison", [3])
("prisoner", [3])
("prithee", [15])
("private", [4])
("privilege", [1])
("privy", [1])
("prized", [1])
("prizes", [1])
("probation", [1])
("proceed", [2])
("proclaim", [1])
("procrastinate", [1])
("procure", [1])
("prodigal", [2])
("profanation", [1])
("profit", [1])
("profound", [1])
("prolongd", [1])
("promise", [5])
("promised", [7])
("promising", [1])
("prompt", [1])
("prompted", [1])
("proof", [5])
("proper", [2])
("properfalse", [1])
("propertied", [1])
("prophecy", [1])
("propriety", [1])
("prose", [1])
("prospect", [1])
("prosper", [1])
("prosperous", [1])
("prostrate", [1])
("protect", [1])
("protection", [1])
("protest", [4])
("protests", [1])
("proud", [4])
("prove", [13])
("proved", [1])
("proverbshall", [1])
("proves", [1])
("provide", [1])
("provident", [1])
("provision", [1])
("provoked", [1])
("prudent", [1])
("pruning", [1])
("ps", [1])
("public", [3])
("publicly", [2])
("publish", [1])
("puddled", [1])
("pulse", [2])
("punish", [1])
("punishment", [1])
("purchase", [3])
("pure", [2])
("purged", [1])
("puritan", [3])
("purpose", [6])
("purposely", [1])
("purse", [10])
("pursebearer", [1])
("pursue", [4])
("pursued", [1])
("pursuit", [1])
("put", [32])
("putting", [1])
("puzzled", [1])
("pythagoras", [2])
("quaffing", [1])
("quality", [2])
("quantity", [1])
("quarrel", [5])
("quarreller", [1])
("quarrelling", [1])
("quarrels", [1])
("quarter", [1])
("quarters", [2])
("queen", [2])
("quench", [1])
("quenching", [1])
("quest", [2])
("question", [7])
("questions", [1])
("queubus", [1])
("quick", [3])
("quickly", [6])
("quiet", [5])
("quieter", [1])
("quinapalus", [1])
("quirk", [1])
("quit", [1])
("quite", [2])
("quits", [1])
("quoth", [12])
("rabble", [1])
("rackd", [1])
("radiant", [1])
("raft", [1])
("rag", [1])
("rage", [8])
("raging", [2])
("rags", [1])
("rail", [2])
("railing", [2])
("rain", [7])
("raineth", [1])
("raised", [1])
("raising", [1])
("ran", [5])
("rancorous", [1])
("random", [1])
("range", [1])
("rank", [1])
("ransom", [1])
("rapier", [3])
("rare", [3])
("rascal", [2])
("rascally", [1])
("rascals", [1])
("rate", [2])
("rather", [16])
("rave", [1])
("ravens", [1])
("read", [13])
("reading", [1])
("reads", [13])
("ready", [3])
("reap", [1])
("reason", [26])
("reasons", [2])
("rebukes", [1])
("recalld", [1])
("receipt", [2])
("receive", [6])
("received", [4])
("receiveth", [1])
("receiving", [1])
("recollected", [1])
("recommended", [1])
("recompense", [4])
("recompensed", [1])
("record", [1])
("recover", [5])
("recovered", [1])
("recovery", [2])
("recreation", [2])
("red", [3])
("redeem", [4])
("redemption", [1])
("reenter", [16])
("reft", [2])
("refuse", [3])
("regard", [3])
("reins", [1])
("rejoice", [1])
("relieve", [2])
("relieved", [1])
("religious", [1])
("reliques", [1])
("relish", [1])
("remain", [1])
("remaind", [1])
("remedy", [4])
("remember", [10])
("remembrance", [4])
("remorse", [1])
("removed", [1])
("renegado", [1])
("renown", [1])
("renowned", [2])
("repair", [1])
("repaying", [1])
("report", [5])
("reportafter", [1])
("reprehended", [2])
("reproof", [2])
("reprove", [1])
("reproves", [1])
("reputation", [3])
("request", [2])
("required", [1])
("requite", [1])
("rescue", [2])
("resemble", [1])
("resembled", [1])
("reserve", [2])
("resolute", [1])
("resolved", [1])
("resort", [1])
("respect", [3])
("respice", [1])
("rest", [9])
("rested", [3])
("restore", [2])
("restraint", [2])
("rests", [1])
("retain", [1])
("retaind", [1])
("retention", [2])
("retire", [1])
("return", [11])
("returnd", [4])
("returned", [3])
("returns", [1])
("reveals", [1])
("revel", [1])
("revels", [2])
("revenge", [2])
("revenged", [1])
("revenges", [1])
("reverberate", [1])
("reverence", [1])
("reverend", [4])
("reverent", [1])
("reverted", [1])
("revile", [1])
("reviled", [1])
("revolt", [1])
("revolve", [1])
("rheum", [1])
("rhyme", [1])
("rich", [4])
("rid", [1])
("riddle", [1])
("ride", [3])
("rides", [1])
("ridiculous", [1])
("right", [11])
("rightly", [1])
("rigorous", [1])
("ring", [15])
("rings", [2])
("ripe", [2])
("rise", [1])
("road", [1])
("roaming", [2])
("robin", [2])
("rock", [1])
("roderigo", [1])
("rogue", [7])
("roman", [1])
("roof", [1])
("room", [2])
("rope", [6])
("ropemaker", [1])
("ropes", [2])
("ropesend", [3])
("roses", [2])
("rot", [1])
("rough", [5])
("roughly", [2])
("round", [3])
("rouse", [1])
("rout", [1])
("royal", [1])
("rub", [1])
("rubies", [1])
("rubious", [1])
("rude", [3])
("rudely", [1])
("rudeness", [1])
("rudesby", [1])
("ruffian", [2])
("ruind", [1])
("ruinous", [1])
