("", [11])
("ruins", [1])
("rule", [4])
("ruled", [2])
("run", [7])
("running", [1])
("runnst", [1])
("runs", [2])
("rush", [1])
("rushd", [1])
("rushing", [1])
("s", [1])
("sack", [1])
("sacred", [1])
("sacrifice", [1])
("sad", [13])
("saddler", [2])
("safe", [6])
("safety", [4])
("saffron", [1])
("sage", [1])
("said", [12])
("sail", [3])
("saild", [1])
("sailed", [1])
("sailor", [1])
("sailors", [3])
("saint", [3])
("saints", [1])
("sake", [12])
("salt", [3])
("saltwater", [1])
("salute", [1])
("same", [11])
("sanctity", [2])
("sanctuary", [1])
("sans", [1])
("sap", [1])
("sapconsuming", [1])
("sapphires", [1])
("sat", [1])
("satan", [5])
("satisfaction", [4])
("satisfy", [1])
("sauced", [1])
("sauciness", [1])
("saucy", [2])
("savage", [1])
("save", [12])
("saved", [5])
("saving", [1])
("savours", [2])
("saw", [23])
("saws", [1])
("sawst", [1])
("sawt", [1])
("say", [77])
("sayest", [3])
("saying", [5])
("sayings", [1])
("says", [6])
("sayst", [2])
("scab", [1])
("scabbard", [1])
("scandal", [1])
("scannd", [1])
("scanted", [1])
("scarce", [7])
("scared", [1])
("scars", [1])
("scathful", [1])
("scene", [29])
("scent", [1])
("schedules", [1])
("scholar", [2])
("school", [1])
("scissors", [1])
("sconce", [4])
("scorch", [1])
("score", [1])
("scorn", [6])
("scornd", [1])
("scotland", [1])
("scoundrels", [1])
("scout", [1])
("screws", [1])
("scruple", [4])
("scurvy", [1])
("sea", [10])
("seacap", [1])
("seacoast", [2])
("seafaring", [1])
("seafight", [1])
("seal", [2])
("seald", [2])
("seas", [3])
("season", [4])
("seat", [1])
("sebastian", [44])
("second", [22])
("secret", [2])
("secretfalse", [1])
("secundo", [1])
("seditious", [1])
("see", [77])
("seek", [11])
("seeking", [1])
("seeks", [1])
("seem", [4])
("seeming", [1])
("seems", [6])
("seen", [6])
("sees", [1])
("seest", [2])
("seet", [1])
("seized", [1])
("self", [2])
("selfharming", [1])
("selflove", [1])
("selfs", [2])
("selfsame", [1])
("selfwrong", [1])
("semblance", [2])
("semblative", [1])
("send", [15])
("sends", [1])
("senior", [1])
("sense", [5])
("senseless", [3])
("senses", [1])
("sensible", [1])
("sent", [25])
("sentence", [2])
("separate", [2])
("sepulchre", [1])
("sequel", [2])
("sere", [1])
("sergeant", [4])
("serious", [1])
("servant", [14])
("servants", [8])
("serve", [7])
("served", [3])
("serves", [1])
("service", [9])
("serviceable", [1])
("services", [1])
("servingman", [1])
("serviteur", [1])
("servitude", [1])
("set", [15])
("sets", [2])
("seven", [4])
("severd", [1])
("severs", [1])
("sex", [1])
("shackles", [1])
("shadow", [1])
("shaft", [1])
("shake", [4])
("shall", [101])
("shallow", [3])
("shalt", [8])
("shame", [11])
("shameful", [2])
("shameless", [1])
("shames", [2])
("shamest", [1])
("shape", [4])
("shapeless", [1])
("shapes", [1])
("share", [2])
("sharp", [3])
("sharplooking", [1])
("sharply", [1])
("she", [127])
("sheep", [1])
("sheepbiter", [1])
("sheet", [2])
("shell", [4])
("shent", [1])
("sheriffs", [1])
("shes", [5])
("shift", [1])
("shifts", [1])
("shillings", [1])
("shine", [2])
("shines", [2])
("ship", [8])
("shipboard", [1])
("ships", [2])
("shipwreckd", [1])
("shoe", [1])
("shoes", [1])
("shop", [3])
("shore", [2])
("short", [1])
("shortly", [2])
("should", [42])
("shoulder", [1])
("shoulderclapper", [1])
("shoulders", [4])
("shouldst", [2])
("show", [11])
("showd", [2])
("shown", [1])
("shows", [3])
("shrew", [2])
("shrewdly", [1])
("shrewish", [1])
("shrewishly", [1])
("shrill", [1])
("shrive", [1])
("shroud", [1])
("shuffled", [1])
("shut", [8])
("shuts", [1])
("sick", [4])
("sicken", [1])
("sickness", [1])
("side", [4])
("sides", [3])
("sighs", [4])
("sight", [6])
("signior", [7])
("silence", [3])
("silks", [1])
("silly", [1])
("silver", [1])
("simple", [3])
("simply", [1])
("simulation", [1])
("sin", [6])
("since", [31])
("sinews", [1])
("sing", [7])
("singed", [1])
("singing", [3])
("sings", [5])
("singularity", [2])
("sinister", [1])
("sink", [1])
("sinkapace", [1])
("sinkingripe", [1])
("sinner", [2])
("sir", [560])
("siren", [1])
("sirrah", [7])
("sirreverence", [1])
("sister", [34])
("sisters", [2])
("sit", [5])
("sits", [1])
("sitting", [1])
("situate", [1])
("six", [1])
("sixpence", [2])
("skilful", [2])
("skill", [2])
("skilless", [1])
("skills", [1])
("skin", [3])
("skipping", [1])
("skittish", [1])
("skull", [1])
("sky", [1])
("slain", [1])
("slander", [2])
("slanders", [1])
("slave", [10])
("sleep", [6])
("sleeping", [2])
("sleeps", [1])
("sleeve", [2])
("slept", [1])
("slew", [1])
("slid", [1])
("slight", [2])
("slip", [1])
("slough", [2])
("slow", [2])
("slug", [1])
("small", [3])
("smell", [1])
("smile", [11])
("smiles", [1])
("smilest", [1])
("smiling", [4])
("smoke", [1])
("smooth", [2])
("smotherd", [1])
("snail", [1])
("snatchd", [2])
("sneck", [1])
("snow", [1])
("so", [200])
("sob", [1])
("sober", [1])
("soeer", [1])
("soft", [9])
("softly", [1])
("sold", [1])
("soldier", [2])
("sole", [1])
("solemn", [2])
("solicit", [1])
("solinus", [25])
("solinuss", [1])
("some", [77])
("something", [11])
("sometimes", [5])
("somewhere", [2])
("son", [9])
("song", [8])
("sonnet", [1])
("sons", [4])
("soon", [12])
("sooner", [3])
("sooth", [5])
("soothe", [1])
("sophy", [2])
("sorcerers", [2])
("sorceress", [1])
("sore", [1])
("sorrow", [2])
("sorrowest", [1])
("sorrows", [2])
("sorry", [5])
("sorts", [1])
("sot", [4])
("sought", [2])
("soul", [22])
("soulkilling", [1])
("souls", [9])
("sound", [6])
("soundly", [1])
("sour", [1])
("south", [2])
("sovereign", [3])
("sowd", [1])
("sowter", [1])
("spain", [2])
("spake", [4])
("spare", [3])
("sparing", [1])
("speak", [39])
("speakest", [1])
("speaking", [1])
("speaks", [6])
("speakst", [1])
("special", [1])
("speech", [7])
("speed", [1])
("speedy", [1])
("spend", [1])
("spends", [1])
("spent", [1])
("spheres", [1])
("spherical", [1])
("spin", [1])
("spinsters", [1])
("spirit", [6])
("spirits", [1])
("spit", [2])
("spite", [5])
("spites", [1])
("spleen", [1])
("split", [1])
("splitted", [2])
("spoild", [1])
("spoke", [2])
("spokest", [1])
("spoon", [2])
("spoonmeat", [1])
("sport", [11])
("sportful", [1])
("sportive", [1])
("sports", [1])
("spouse", [1])
("spread", [2])
("spring", [2])
("springeth", [1])
("sprites", [1])
("sprung", [1])
("spur", [1])
("spurn", [4])
("squash", [1])
("squeak", [1])
("stable", [1])
("staff", [1])
("stage", [1])
("staind", [1])
("stainless", [1])
("stake", [1])
("stale", [1])
("stand", [14])
("standing", [1])
("stands", [4])
("staniel", [1])
("star", [1])
("stark", [3])
("stars", [4])
("start", [2])
("started", [1])
("starts", [1])
("starve", [1])
("state", [12])
("statute", [1])
("statutes", [2])
("stavess", [1])
("stay", [17])
("stayd", [1])
("staying", [1])
("stays", [6])
("stealing", [2])
("steals", [1])
("stealth", [2])
("steel", [3])
("steep", [1])
("step", [1])
("steward", [3])
("stiff", [1])
("stigmatical", [1])
("still", [23])
("stir", [3])
("stirring", [1])
("stitches", [1])
("stock", [1])
("stocking", [1])
("stockings", [7])
("stocks", [1])
("stolen", [1])
("stomach", [2])
("stone", [2])
("stonebow", [1])
("stood", [3])
("stooping", [1])
("stop", [2])
("store", [2])
("stories", [1])
("storms", [1])
("story", [2])
("stoup", [2])
("stout", [1])
("strachy", [1])
("straight", [8])
("strain", [1])
("strange", [13])
("strangeness", [1])
("stranger", [4])
("strangers", [1])
("strangest", [1])
("strangle", [1])
("straps", [1])
("strayd", [1])
("stream", [2])
("street", [8])
("streets", [3])
("strength", [3])
("strengthend", [1])
("strife", [2])
("strike", [2])
("strikes", [2])
("striking", [1])
("strip", [1])
("strive", [1])
("strives", [1])
("stroke", [1])
("strokes", [1])
("strong", [9])
("stronger", [2])
("strown", [1])
("struck", [3])
("strucken", [1])
("strumpet", [1])
("strumpeted", [1])
("stubborn", [2])
("stuck", [2])
("student", [1])
("studied", [1])
("study", [1])
("stuff", [5])
("subject", [2])
("subjects", [1])
("subornd", [1])
("substance", [1])
("substantial", [1])
("subtle", [1])
("subtractors", [1])
("suburbs", [1])
("succession", [1])
("such", [52])
("suchlike", [1])
("suck", [1])
("sue", [1])
("suffer", [4])
("sufferd", [2])
("suffering", [1])
("suffers", [1])
("suit", [13])
("suited", [1])
("suits", [3])
("sum", [8])
("summer", [1])
("summers", [1])
("sun", [9])
("sunder", [1])
("sung", [1])
("sunny", [1])
("suppertime", [1])
("supping", [1])
("supplied", [1])
("supportance", [1])
("supporter", [1])
("suppose", [1])
("supposed", [1])
("supposition", [1])
("sure", [22])
("surely", [3])
("surfeit", [1])
("surfeiting", [1])
("surgeon", [2])
("surgere", [1])
("surges", [1])
("surly", [2])
("surprise", [1])
("suspect", [1])
("sustain", [2])
("swabber", [1])
("swaggering", [2])
("swart", [1])
("swarths", [1])
("sway", [5])
("sways", [1])
("swear", [7])
("swearing", [1])
("swearings", [1])
("swears", [1])
("sweart", [1])
("sweats", [1])
("sweet", [30])
("sweetfaced", [1])
("sweetheart", [2])
("sweeting", [1])
("sweetsavord", [1])
("swiftness", [1])
("sword", [11])
("swords", [3])
("swore", [3])
("sworn", [5])
("syllogism", [1])
("sympathized", [1])
("synods", [1])
("syracusa", [4])
("syracuse", [228])
("syracusian", [7])
("syracusians", [1])
("syrups", [1])
("table", [1])
("tabour", [4])
("taen", [4])
("taffeta", [1])
("tailor", [2])
("taint", [4])
("tainted", [2])
("tainting", [1])
("take", [45])
("taken", [5])
("takes", [7])
("taket", [2])
("taking", [2])
("tale", [1])
("talents", [1])
("tales", [1])
("talk", [5])
("talkest", [1])
("talking", [1])
("talks", [1])
("tall", [2])
("tallow", [1])
("tang", [2])
("tapestry", [1])
("tardy", [1])
("tarry", [2])
("tartar", [2])
("task", [1])
("taste", [5])
("taught", [1])
("taunt", [2])
("taurus", [2])
("taxation", [1])
("teach", [3])
("teaching", [1])
("tear", [3])
("tears", [5])
("teeth", [2])
("tell", [55])
("telling", [1])
("tells", [1])
("tellst", [1])
("tempests", [1])
("tempt", [5])
("tended", [1])
("tender", [4])
("tenderd", [1])
("termd", [1])
("terms", [3])
("terrible", [1])
("terror", [1])
("tertio", [1])
("testimony", [1])
("testril", [1])
("text", [3])
("than", [67])
("thank", [10])
("thanked", [1])
("thankful", [2])
("thanks", [4])
("that", [493])
("thats", [21])
("thatswhen", [1])
("the", [989])
("thee", [155])
("theft", [1])
("their", [41])
("theirs", [1])
("them", [59])
("theme", [3])
("themselves", [3])
("then", [81])
("thence", [4])
("there", [82])
("thereby", [1])
("therefore", [30])
("therein", [1])
("thereof", [4])
("theres", [31])
("thereto", [1])
("thereupon", [2])
("therewithal", [1])
("these", [54])
("they", [63])
("theyll", [4])
("thief", [5])
("thieves", [1])
("thighs", [1])
("thin", [1])
("thine", [12])
("thinfaced", [1])
("thing", [16])
("things", [8])
("think", [57])
("thinkest", [2])
("thinks", [2])
("thinkst", [1])
("third", [4])
("thirteen", [2])
("thirtythree", [1])
("this", [287])
("thisyour", [1])
("thither", [2])
("those", [14])
("thosefor", [1])
("thou", [265])
("though", [38])
("thought", [14])
("thoughts", [4])
("thouldst", [1])
("thourt", [2])
("thousand", [14])
("thousands", [1])
("thoust", [1])
("thread", [1])
("threadbare", [1])
("threatening", [1])
("three", [19])
("threw", [2])
("thrice", [1])
("thricewelcome", [1])
("thriftless", [1])
("thrive", [1])
("throat", [2])
("throned", [1])
("thrones", [1])
("throng", [1])
("through", [2])
("throw", [4])
("thrown", [3])
("throws", [1])
("thrust", [2])
("thunder", [1])
("thus", [30])
("thwart", [1])
("thy", [165])
("thyself", [19])
("tickled", [1])
("tickling", [1])
("tide", [1])
("tiger", [2])
("till", [37])
("tillyvally", [1])
("tilting", [1])
("time", [53])
("timely", [1])
("timepleaser", [1])
("times", [5])
("tinkers", [1])
("tiny", [1])
("tired", [2])
("tis", [50])
("titus", [1])
("to", [733])
("toby", [204])
("tobys", [1])
("today", [18])
("toe", [1])
("together", [11])
("token", [1])
("told", [13])
("toldst", [1])
("tomb", [1])
("tomorrow", [8])
("tongue", [14])
("tongues", [1])
("tonight", [4])
("too", [50])
("took", [17])
("tooth", [1])
("topas", [16])
("tortured", [1])
("tosspots", [1])
("tot", [4])
("touch", [5])
("touchd", [1])
("touches", [1])
("touching", [1])
("toward", [3])
("towards", [3])
("town", [18])
("towns", [1])
("toy", [2])
("trade", [1])
("traders", [1])
("traffic", [1])
("traffics", [1])
("tragic", [1])
("train", [1])
("traitor", [1])
("transform", [1])
("transformd", [1])
("transformed", [1])
("transgresses", [1])
("transparent", [1])
("trappings", [1])
("travail", [1])
("travel", [4])
("travelld", [1])
("travels", [1])
("traytrip", [1])
("treasure", [1])
("trembles", [1])
("trial", [1])
("trice", [1])
("trick", [2])
("tricks", [1])
("trim", [1])
("trimming", [1])
("trip", [2])
("triplex", [1])
("tripping", [1])
("troilus", [1])
("troop", [1])
("troth", [9])
("trouble", [4])
("troubled", [2])
("troubles", [1])
("trout", [1])
("truant", [1])
("truce", [1])
("trudge", [1])
("true", [26])
("truebred", [1])
("truly", [4])
("trunks", [1])
("trust", [8])
("trusts", [1])
("trusty", [1])
("truth", [7])
("try", [3])
("ts", [2])
("tuck", [1])
("tune", [4])
("turkeycock", [1])
("turkish", [1])
("turn", [7])
("turnd", [1])
("turned", [3])
("turning", [1])
("turns", [2])
("tut", [1])
("twanged", [1])
("twas", [6])
("twelfth", [1])
("twelve", [1])
("twelvemonth", [1])
("twenty", [4])
("twere", [3])
("twice", [2])
("twill", [5])
("twin", [2])
("twins", [2])
("twixt", [1])
("two", [33])
("twould", [1])
("tyrannous", [1])
("tyrant", [1])
("unauspicious", [1])
("unbound", [1])
("uncertainty", [1])
("unchary", [1])
("uncivil", [4])
("unclaspd", [1])
("uncle", [1])
("uncourteous", [1])
("uncurrent", [1])
("under", [8])
("underneath", [1])
("understand", [9])
("undertake", [3])
("undertaker", [1])
("undishonoured", [1])
("undisposed", [1])
("undividable", [1])
("undo", [2])
("unfeeling", [1])
("unfilled", [1])
("unfinishd", [1])
("unfirm", [1])
("unfold", [2])
("unfoldeth", [1])
("unfriended", [1])
("ungalled", [1])
("ungentle", [1])
("ungird", [1])
("ungracious", [1])
("unguided", [1])
("unhappy", [3])
("unhatched", [1])
("unhospitable", [1])
("unjust", [2])
("unkind", [4])
("unkindness", [1])
("unknown", [4])
("unlawful", [1])
("unless", [12])
("unluckily", [1])
("unmatchable", [1])
("unmingled", [1])
("unmoved", [1])
("unmuzzled", [1])
("unprizable", [1])
("unprofited", [1])
("unquiet", [1])
("unruly", [2])
("unsafe", [1])
("unseen", [1])
("unsought", [2])
("unsound", [1])
("unspeakable", [1])
("unstaid", [1])
("unstaind", [1])
("unsuitable", [1])
("unsure", [1])
("untangle", [1])
("unthought", [1])
("untie", [1])
("until", [3])
("unto", [14])
("untuned", [1])
("unurged", [1])
("unveiling", [1])
("unviolated", [1])
("unwed", [1])
("unwilling", [1])
("up", [28])
("upbraid", [1])
("upbraided", [1])
("upbraidings", [1])
("upbraids", [1])
("upon", [61])
("upont", [2])
("upshot", [1])
("urging", [5])
("us", [57])
("usage", [1])
("use", [13])
("used", [2])
("uses", [3])
("usest", [1])
("usurp", [2])
("usurpd", [1])
("usurping", [1])
("utensil", [1])
("utmost", [1])
("utter", [1])
("utters", [1])
("v", [4])
("vacancy", [1])
("vain", [3])
("vainness", [1])
("vale", [1])
("valentine", [5])
("valiant", [3])
("validity", [1])
("valour", [8])
("valued", [1])
("vapians", [1])
("vapours", [1])
("vault", [1])
("veil", [1])
("veiled", [1])
("vein", [2])
("velvet", [1])
("venerable", [1])
("venom", [2])
("vent", [5])
("verity", [1])
("verse", [1])
("very", [51])
("vessel", [1])
("vestments", [1])
("vex", [1])
("vexest", [1])
("vice", [4])
("vicious", [1])
("view", [4])
("viewing", [1])
("vigour", [1])
("vile", [4])
("villain", [19])
("villanously", [1])
("vine", [1])
("vinegar", [1])
("viola", [137])
("violdegamboys", [1])
("violently", [1])
("violets", [1])
("virtue", [5])
("virtues", [2])
("virtuous", [4])
("visage", [1])
("visit", [2])
("visited", [1])
("voice", [8])
("voices", [1])
("voluble", [1])
("votre", [1])
("vouchsafe", [2])
("vouchsafed", [2])
("vous", [2])
("vow", [3])
("vows", [3])
("vox", [1])
("voyage", [5])
("voyages", [1])
("vulcan", [1])
("vulgar", [2])
("vulgo", [1])
("waftage", [1])
("wafts", [1])
("waild", [1])
("wainropes", [1])
("waked", [1])
("waking", [1])
("walk", [13])
("walks", [2])
("wall", [1])
("wan", [1])
("wander", [3])
("wanderd", [1])
("want", [4])
("wanting", [1])
("wanton", [2])
("wants", [1])
("wantst", [1])
("war", [4])
("wardrobe", [1])
("ware", [1])
("warm", [2])
("warrant", [11])
("warrior", [1])
("wars", [3])
("wart", [1])
("was", [84])
("wash", [2])
("wast", [3])
("waste", [2])
("wasted", [1])
("wasting", [1])
("watch", [2])
("water", [8])
("waters", [1])
("watery", [2])
("wavering", [1])
("waves", [4])
("wax", [1])
("waxd", [1])
("waxen", [1])
("way", [22])
("waylay", [1])
("ways", [1])
("wayward", [1])
("we", [96])
("weak", [2])
("weakness", [1])
("wealth", [4])
("wealths", [1])
("wear", [5])
("wears", [1])
("weary", [3])
("weather", [1])
("weave", [1])
("weaver", [1])
("wed", [2])
("wedded", [1])
("weddingring", [1])
("wednesday", [1])
("weeds", [2])
("week", [2])
("weep", [3])
("weeping", [3])
("weepings", [1])
("weighd", [1])
("weighs", [1])
("weight", [2])
("welcome", [13])
("welcomed", [1])
("welkin", [2])
("well", [102])
("wellacquainted", [1])
("welladay", [1])
("welladvised", [1])
("welldealing", [1])
("wellfavoured", [1])
("wench", [8])
("wenches", [3])
("wend", [1])
("went", [9])
("wentst", [1])
("were", [70])
("wert", [2])
("west", [2])
("westwardho", [1])
("what", [208])
("whats", [17])
("whatsoever", [3])
("wheel", [1])
("when", [68])
("whence", [4])
("where", [57])
("wherefore", [12])
("wherein", [3])
("whereof", [1])
("wheres", [4])
("whereto", [1])
("whet", [1])
("whether", [1])
("which", [46])
("while", [11])
("whiles", [2])
("whilst", [7])
("whipstock", [1])
("whirligig", [1])
("whisper", [1])
("white", [3])
("whiteness", [1])
("whither", [3])
("who", [40])
("whoeer", [1])
("whoever", [1])
("whole", [3])
("wholesome", [1])
("whom", [18])
("whoreson", [1])
("whose", [14])
("why", [77])
("wi", [1])
("wickedness", [1])
("wide", [2])
("wife", [37])
("wifebut", [1])
("wild", [3])
("wildly", [1])
("wiles", [1])
("will", [247])
("willing", [4])
("willingly", [1])
("willow", [1])
("wilt", [12])
("wind", [10])
("windobeying", [1])
("windows", [1])
("windy", [1])
("wine", [3])
("wing", [1])
("winged", [1])
("wink", [2])
("wins", [1])
("winter", [1])
("winters", [1])
("wisdom", [4])
("wise", [10])
("wisely", [2])
("wiser", [1])
("wish", [1])
("wished", [3])
("wishesher", [1])
("wit", [23])
("witch", [3])
("witchcraft", [1])
("witches", [3])
("with", [312])
("withal", [6])
("within", [38])
("without", [19])
("witness", [9])
("witnesses", [1])
("witnessesi", [1])
("wits", [14])
("wittily", [1])
("witty", [4])
("wive", [1])
("wizard", [1])
("woe", [2])
("woes", [4])
("wolf", [2])
("woman", [18])
("womannow", [1])
("womans", [6])
("womb", [1])
("women", [4])
("womens", [2])
("won", [1])
("wonder", [8])
("wonderd", [1])
("wonderful", [2])
("wondrous", [1])
("wont", [2])
("woo", [4])
("woodcock", [2])
("wooer", [1])
("woos", [1])
("word", [22])
("words", [16])
("work", [5])
("world", [18])
("worlds", [1])
("worm", [1])
("worn", [1])
("worse", [12])
("worship", [1])
("worships", [1])
("worth", [9])
("worthily", [1])
("worthy", [1])
("wot", [1])
("would", [110])
("wouldst", [6])
("wrangle", [1])
("wrath", [2])
("wreck", [4])
("wren", [1])
("wretch", [3])
("wretched", [2])
("writ", [3])
("write", [7])
("writing", [1])
("written", [2])
("wrong", [15])
("wrongd", [1])
("wronged", [1])
("wrongs", [5])
("wrought", [1])
("yare", [1])
("ye", [6])
("yea", [2])
("year", [3])
("years", [16])
("yellow", [10])
("yeoman", [1])
("yes", [7])
("yesterday", [1])
("yet", [58])
("yew", [1])
("yield", [4])
("yielding", [1])
("yond", [3])
("yonder", [5])
("you", [747])
("yould", [1])
("youll", [7])
("young", [10])
("younger", [1])
("youngest", [2])
("your", [288])
("youre", [3])
("yours", [9])
("yourself", [14])
("yourselves", [1])
("youth", [23])
("youthful", [1])
("youths", [4])
("zanies", [1])
