("", [42])
("cytherea", [2])
("cythereas", [1])
("d", [3])
("dad", [1])
("daff", [1])
("daffed", [1])
("daffodils", [2])
("dagger", [10])
("daily", [5])
("dainties", [3])
("dainty", [12])
("daisied", [1])
("daisies", [1])
("dale", [1])
("dalliance", [3])
("dallies", [1])
("dally", [5])
("dalmatians", [2])
("dam", [10])
("damage", [1])
("damask", [4])
("dame", [5])
("dames", [3])
("dammayt", [1])
("dammd", [1])
("damn", [3])
("damnable", [6])
("damnation", [4])
("damnd", [9])
("damned", [19])
("damnedst", [1])
("damosella", [1])
("dams", [2])
("damsel", [4])
("dan", [1])
("dance", [38])
("danced", [3])
("dancer", [1])
("dances", [6])
("danceth", [1])
("dancing", [6])
("danger", [32])
("dangerous", [26])
("dangers", [5])
("daniel", [6])
("dank", [1])
("dankish", [1])
("daphne", [1])
("daphnes", [1])
("dappled", [1])
("dapples", [1])
("dardan", [2])
("dardanian", [1])
("dare", [60])
("dared", [2])
("dares", [14])
("darest", [9])
("daring", [1])
("dark", [30])
("darken", [2])
("darkened", [1])
("darker", [1])
("darkest", [1])
("darking", [1])
("darkly", [4])
("darkness", [15])
("darks", [1])
("darkworking", [1])
("darling", [1])
("darlings", [1])
("dart", [5])
("darted", [2])
("dash", [3])
("dashd", [1])
("dashed", [2])
("dashes", [1])
("dat", [17])
("datchetlane", [1])
("datchetmead", [2])
("datchetmeat", [1])
("date", [3])
("dates", [1])
("datesnone", [1])
("daubery", [1])
("daughter", [233])
("daughterbeamed", [1])
("daughters", [28])
("daughtervillainlike", [1])
("daunt", [1])
("daw", [1])
("dawn", [1])
("dawning", [2])
("daws", [4])
("day", [199])
("dayalack", [1])
("daybed", [1])
("daylight", [5])
("days", [50])
("daywoman", [1])
("dazzling", [1])
("de", [139])
("dead", [119])
("deadlooking", [1])
("deadly", [13])
("deaf", [3])
("deafd", [1])
("deafend", [1])
("deafening", [1])
("deafness", [1])
("deal", [19])
("dealer", [1])
("dealers", [1])
("dealing", [4])
("dealings", [1])
("dealt", [1])
("deanery", [3])
("dear", [142])
("deara", [1])
("dearbeloved", [1])
("dearer", [6])
("dearest", [17])
("dearly", [20])
("dearness", [1])
("dears", [1])
("dearst", [6])
("death", [195])
("deathand", [1])
("deathbed", [1])
("deathlike", [1])
("deaths", [10])
("deathsbedgot", [1])
("deathshead", [1])
("deathtokens", [1])
("deathwe", [1])
("debate", [3])
("debated", [1])
("debatement", [1])
("debating", [2])
("debility", [1])
("debitor", [1])
("debonair", [1])
("deboshed", [1])
("debt", [17])
("debtd", [1])
("debted", [1])
("debtor", [9])
("debtors", [1])
("debts", [8])
("decay", [4])
("decayed", [2])
("decays", [2])
("deceased", [4])
("deceit", [5])
("deceitful", [1])
("deceive", [9])
("deceiveable", [1])
("deceived", [26])
("deceiver", [1])
("deceivers", [1])
("deceiving", [3])
("december", [5])
("deceptious", [1])
("decerns", [1])
("decides", [1])
("decipher", [1])
("deciphers", [1])
("decision", [1])
("deck", [10])
("deckd", [2])
("declare", [2])
("declares", [1])
("declensions", [1])
("decline", [3])
("declined", [5])
("declining", [2])
("decorum", [1])
("decrease", [2])
("decreased", [1])
("decree", [5])
("decreed", [6])
("decrees", [3])
("decrepit", [1])
("dedicate", [4])
("dedicated", [1])
("dedicates", [1])
("dedication", [2])
("dee", [1])
("deed", [38])
("deedless", [1])
("deeds", [29])
("deem", [5])
("deep", [30])
("deepcontemplative", [1])
("deepdivorcing", [1])
("deepdrawing", [1])
("deeper", [3])
("deeply", [7])
("deepmouthd", [1])
("deeps", [2])
("deepsearchd", [1])
("deepvow", [1])
("deer", [22])
("deers", [2])
("deface", [1])
("default", [1])
("defeat", [1])
("defeatures", [2])
("defect", [2])
("defects", [2])
("defence", [5])
("defences", [1])
("defend", [20])
("defendant", [1])
("defended", [3])
("defending", [1])
("defends", [1])
("defiance", [2])
("defied", [3])
("defies", [1])
("defile", [2])
("defiled", [3])
("defiles", [1])
("defiling", [1])
("define", [2])
("definite", [1])
("definitive", [1])
("deflowerd", [1])
("deform", [1])
("deformd", [2])
("deformed", [9])
("defunct", [1])
("defy", [8])
("degenerate", [1])
("degree", [18])
("degrees", [10])
("deifying", [1])
("deign", [1])
("deiphobus", [8])
("deities", [2])
("deity", [6])
("deject", [2])
("dejected", [3])
("delay", [6])
("delayd", [3])
("delaying", [2])
("delays", [1])
("deliberate", [2])
("delicate", [12])
("delicious", [1])
("delight", [24])
("delighted", [3])
("delightful", [3])
("delights", [6])
("deliver", [38])
("deliverance", [4])
("deliverd", [12])
("delivered", [11])
("delivering", [1])
("delivers", [4])
("delivert", [1])
("delivery", [2])
("delphos", [3])
("deluding", [1])
("delve", [1])
("demand", [15])
("demanded", [4])
("demands", [5])
("demean", [1])
("demeand", [1])
("demeanor", [1])
("demesnes", [1])
("demicannon", [1])
("demidevil", [1])
("demigod", [3])
("demipuppets", [1])
("demonstrating", [1])
("demonstration", [1])
("demure", [1])
("demurely", [1])
("den", [6])
("denay", [1])
("denial", [6])
("denials", [1])
("denied", [19])
("denier", [1])
("denies", [7])
("denis", [1])
("dennis", [5])
("denote", [1])
("denunciation", [1])
("deny", [56])
("denying", [4])
("denyt", [1])
("deo", [1])
("depart", [31])
("departed", [1])
("departedst", [1])
("departing", [1])
("departs", [1])
("departure", [7])
("depeche", [1])
("depend", [7])
("dependance", [1])
("dependant", [1])
("dependency", [2])
("dependent", [2])
("dependents", [1])
("depender", [1])
("depending", [3])
("depends", [3])
("deplore", [1])
("depose", [1])
("depravation", [1])
("deprave", [1])
("depth", [1])
("deputation", [2])
("deputed", [1])
("deputy", [14])
("deracinate", [1])
("dere", [4])
("derision", [1])
("derivation", [1])
("derivative", [1])
("derive", [5])
("derived", [2])
("derives", [2])
("dern", [1])
("derogate", [2])
("derogation", [1])
("des", [1])
("descend", [7])
("descended", [3])
("descending", [1])
("descends", [1])
("descent", [4])
("describe", [1])
("describes", [1])
("descried", [3])
("description", [10])
("descry", [1])
("desert", [18])
("desertless", [1])
("deserts", [5])
("deserve", [22])
("deserved", [14])
("deservedly", [1])
("deserver", [1])
("deserves", [20])
("deservest", [2])
("deserving", [4])
("deservings", [2])
("design", [10])
("designs", [4])
("desire", [120])
("desired", [12])
("desires", [36])
("desirest", [3])
("desiring", [1])
("desirous", [2])
("desist", [2])
("desk", [3])
("desolate", [1])
("desolation", [5])
("despair", [9])
("despairing", [1])
("desperate", [10])
("desperately", [2])
("desperation", [1])
("despise", [7])
("despised", [3])
("despiser", [1])
("despising", [1])
("despite", [20])
("despiteful", [3])
("destined", [1])
("destinies", [3])
("destiny", [10])
("destitute", [2])
("destroy", [5])
("destroyd", [1])
("destroyed", [2])
("destruction", [1])
("destructions", [2])
("det", [1])
("detain", [3])
("detaind", [2])
("detect", [3])
("detected", [2])
("detection", [1])
("determinate", [1])
("determination", [3])
("determinations", [1])
("determine", [3])
("determined", [3])
("determines", [1])
("detest", [5])
("detestable", [1])
("detested", [2])
("detests", [1])
("detract", [1])
("detraction", [1])
("detractions", [1])
("deucalion", [1])
("deuceace", [1])
("device", [25])
("devices", [1])
("devil", [86])
("devilish", [3])
("devilishist", [1])
("devils", [24])
("devise", [16])
("devised", [5])
("devises", [1])
("devising", [1])
("devote", [1])
("devoted", [1])
("devotion", [3])
("devour", [3])
("devourd", [3])
("devouring", [2])
("devours", [2])
("devout", [3])
("dew", [8])
("dewdrop", [1])
("dewlappd", [1])
("dews", [1])
("dexter", [1])
("dexterity", [2])
("dexterously", [1])
("diable", [3])
("dial", [3])
("dialect", [1])
("dialogue", [4])
("diamond", [12])
("diamonds", [3])
("dian", [13])
("diana", [13])
("dianas", [8])
("diaper", [1])
("dibble", [1])
("dice", [6])
("dick", [3])
("dickens", [1])
("dictynna", [3])
("did", [573])
("dido", [6])
("didos", [1])
("didst", [55])
("didt", [1])
("die", [156])
("died", [40])
("diedst", [1])
("dies", [22])
("diest", [10])
("diesto", [1])
("diet", [4])
("dieter", [1])
("dieu", [1])
("differ", [1])
("difference", [13])
("different", [2])
("differing", [1])
("differs", [3])
("difficulties", [2])
("difficulty", [1])
("diffused", [1])
("diffusest", [1])
("dig", [2])
("digest", [5])
("digested", [1])
("digestion", [3])
("digestions", [1])
("dignified", [1])
("dignifies", [2])
("dignities", [3])
("dignity", [12])
("digress", [1])
("digression", [1])
("digs", [1])
("digyouden", [1])
("dilate", [1])
("dilated", [1])
("dildos", [1])
("dilemma", [1])
("diligence", [6])
("diligent", [4])
("diluculo", [1])
("dim", [3])
("dimension", [2])
("dimensions", [1])
("diminish", [2])
("diminishing", [1])
("diminution", [1])
("diminutive", [1])
("diminutives", [1])
("dimpled", [1])
("dimples", [1])
("din", [7])
("dine", [16])
("dined", [9])
("dinedwhich", [1])
("dines", [1])
("ding", [4])
("dingdong", [1])
("dinner", [51])
("dinners", [1])
("dinnertime", [6])
("diomed", [30])
("diomedes", [75])
("diomeds", [2])
("dion", [11])
("dionyza", [32])
("dire", [3])
("direct", [13])
("directed", [7])
("directing", [1])
("direction", [7])
("directive", [1])
("directly", [7])
("directs", [1])
("direful", [1])
("dirt", [5])
("dirtrotten", [1])
("dirty", [2])
("dis", [1])
("disable", [1])
("disabled", [2])
("disabling", [1])
("disannul", [1])
("disappears", [1])
("disarm", [2])
("disarmeth", [1])
("disaster", [1])
("disasters", [1])
("disburse", [1])
("disbursed", [1])
("discard", [2])
("discarded", [1])
("discase", [2])
("discern", [3])
("discharge", [14])
("discharged", [2])
("discharging", [1])
("discipline", [3])
("disciplined", [1])
("disclosed", [3])
("discomfited", [1])
("discomfort", [1])
("discontent", [4])
("discontenting", [1])
("discontinue", [1])
("discontinued", [1])
("discord", [4])
("discourse", [25])
("discoursed", [1])
("discourses", [2])
("discourtesy", [1])
("discover", [14])
("discoverd", [4])
("discovered", [5])
("discoveries", [2])
("discovering", [1])
("discovers", [5])
("discovery", [4])
("discredit", [3])
("discredited", [1])
("discredits", [1])
("discreet", [2])
("discreetly", [2])
("discretion", [12])
("discretions", [2])
("discuss", [2])
("disdain", [13])
("disdaind", [3])
("disdained", [1])
("disdainful", [4])
("disdainfully", [1])
("disdaining", [1])
("disdains", [2])
("disease", [7])
("diseased", [2])
("diseases", [8])
("disedged", [1])
("disfigure", [3])
("disfurnish", [1])
("disgorge", [2])
("disgorges", [1])
("disgrace", [12])
("disgraced", [4])
("disguise", [12])
("disguised", [25])
("disguiser", [1])
("disguises", [1])
("dish", [21])
("dishclout", [1])
("dishd", [1])
("dishes", [5])
("dishonest", [10])
("dishonestly", [2])
("dishonesty", [4])
("dishonour", [12])
("dishonourd", [4])
("dishonoured", [1])
("dishorn", [1])
("disjunction", [1])
("dislike", [6])
("disliken", [1])
("disloyal", [6])
("disloyalty", [2])
("dismal", [1])
("dismantle", [1])
("dismaskd", [1])
("dismay", [4])
("dismayd", [3])
("dismayed", [1])
("dismes", [1])
("dismiss", [4])
("dismissd", [2])
("dismissed", [1])
("dismission", [1])
("dismount", [1])
("disobedience", [3])
("disobedient", [1])
("disobey", [1])
("disorbd", [1])
("disorder", [1])
("disorders", [2])
("disparage", [1])
("disparagement", [1])
("disparagements", [1])
("dispatch", [19])
("dispatchd", [4])
("dispatched", [2])
("dispensation", [1])
("dispense", [4])
("dispenses", [1])
("disperse", [1])
("dispersed", [3])
("dispersedly", [1])
("displace", [1])
("display", [1])
("displayd", [3])
("displayed", [1])
("displease", [1])
("displeased", [3])
("displeasure", [12])
("displeasures", [1])
("dispose", [6])
("disposed", [13])
("disposer", [2])
("disposers", [1])
("disposition", [19])
("dispositions", [1])
("dispossess", [1])
("dispossessing", [1])
("dispraise", [3])
("dispraising", [1])
("disproportiond", [1])
("disproved", [1])
("disprovest", [1])
("disputable", [1])
("dispute", [1])
("disputes", [1])
("disputest", [1])
("disquiet", [2])
("disrobe", [1])
("diss", [1])
("dissemble", [4])
("dissembled", [1])
("dissembler", [1])
("dissembling", [8])
("dissembly", [1])
("disseverd", [1])
("dissolute", [1])
("dissolutely", [2])
("dissolution", [2])
("dissolve", [2])
("dissolved", [2])
("dissolves", [1])
("dissuade", [3])
("dissuaded", [1])
("distaff", [2])
("distaffs", [1])
("distains", [1])
("distance", [7])
("distant", [3])
("distaste", [2])
("distasted", [1])
("distemper", [6])
("distemperature", [1])
("distemperatures", [1])
("distemperd", [2])
("distempered", [1])
("distil", [1])
("distillation", [1])
("distilld", [2])
("distilled", [2])
("distinct", [3])
("distinction", [5])
("distinctly", [2])
("distinguish", [2])
("distinguishd", [2])
("distinguishment", [1])
("distract", [2])
("distracted", [4])
("distractedly", [1])
("distraction", [7])
("distractions", [1])
("distracts", [1])
("distress", [4])
("distressd", [1])
("distressed", [3])
("distrust", [1])
("disturb", [1])
("disturbances", [1])
("disturbd", [2])
("disturbed", [1])
("disunite", [1])
("disvalued", [1])
("disvouched", [1])
("ditch", [1])
("ditchd", [1])
("ditches", [1])
("ditties", [1])
("ditty", [2])
("dive", [1])
("divers", [7])
("diversity", [1])
("divert", [2])
("diverted", [1])
("dives", [1])
("dividable", [1])
("divide", [7])
("divided", [3])
("divides", [2])
("divination", [2])
("divine", [21])
("divineness", [1])
("diviner", [1])
("divines", [1])
("divinest", [1])
("divinity", [5])
("division", [5])
("divorce", [5])
("divorced", [1])
("divulge", [1])
("divulged", [2])
("dizy", [1])
("dizzy", [1])
("do", [1411])
("dobbin", [1])
("dobbins", [1])
("dockd", [1])
("docks", [1])
("doctor", [126])
("doctors", [6])
("doctrine", [4])
("doe", [4])
("doer", [1])
("doers", [2])
("does", [122])
("doest", [2])
("doff", [2])
("dog", [40])
("dogapes", [1])
("dogberry", [59])
("dogfox", [1])
("doggd", [1])
("dogged", [1])
("dogs", [11])
("dogweary", [1])
("doin", [1])
("doing", [30])
("doings", [2])
("doit", [3])
("dole", [5])
("doleful", [2])
("dollar", [1])
("dolour", [2])
("dolours", [3])
("dolphins", [1])
("dolts", [1])
("domestic", [1])
("dominator", [1])
("domine", [2])
("domineer", [1])
("domineering", [1])
("dominical", [1])
("dominion", [1])
("dominions", [1])
("domost", [1])
("don", [325])
("donation", [2])
("done", [213])
("donet", [5])
("dong", [2])
("doom", [5])
("doomd", [2])
("dooms", [1])
("doomsday", [2])
("door", [54])
("doorkeeper", [2])
("doors", [24])
("dorcas", [14])
("doreus", [1])
("doricles", [4])
("dormouse", [1])
("dorothy", [1])
("dos", [1])
("dost", [125])
("dot", [34])
("dotage", [2])
("dotard", [3])
("dotards", [1])
("dote", [12])
("doters", [1])
("dotes", [2])
("doth", [301])
("doting", [3])
("double", [21])
("doubled", [1])
("doubledealer", [2])
("doubledealing", [1])
("doubleness", [1])
("doublet", [15])
("doubleto", [1])
("doublets", [1])
("doubling", [2])
("doubly", [2])
("doubt", [57])
("doubted", [3])
("doubtful", [8])
("doubtfully", [2])
("doubting", [1])
("doubtless", [1])
("doubts", [5])
("dough", [2])
("dout", [1])
("dove", [5])
("dovedrawn", [1])
("doves", [3])
("dower", [6])
("dowery", [1])
("dowle", [1])
("down", [181])
("downright", [4])
("downward", [1])
("dowry", [14])
("dowsabel", [1])
("doxy", [1])
("dozen", [8])
("drab", [4])
("drabs", [1])
("draff", [1])
("drag", [1])
("draggd", [1])
("dragon", [1])
("dragons", [2])
("draind", [1])
("dram", [9])
("drank", [1])
("draught", [5])
("draughtoxen", [1])
("drave", [2])
("draw", [68])
("drawer", [1])
("drawest", [1])
("draweth", [2])
("drawing", [8])
("drawling", [1])
("drawn", [33])
("draws", [14])
("drayman", [1])
("dread", [15])
("dreadful", [14])
("dreadfully", [1])
("dreading", [1])
("dreads", [1])
("dream", [39])
("dreamd", [9])
("dreamed", [2])
("dreaming", [5])
("dreams", [14])
("dreamshow", [1])
("dreamt", [1])
("dreg", [1])
("dregs", [3])
("drenched", [1])
("dress", [10])
("dressd", [3])
("dressed", [5])
("dresser", [1])
("dressings", [1])
("drest", [2])
("drew", [14])
("dribbling", [1])
("dried", [6])
("drift", [6])
("drink", [48])
("drinking", [11])
("drinkings", [1])
("drinks", [6])
("drive", [10])
("driven", [7])
("drives", [3])
("driving", [3])
("drizzled", [1])
("drizzles", [1])
("drollery", [1])
("dromio", [219])
("dromios", [1])
("drone", [2])
("drones", [2])
("droop", [2])
("droopd", [1])
("drooping", [1])
("drop", [32])
("dropheir", [1])
("droppd", [4])
("dropped", [2])
("droppeth", [1])
("dropping", [2])
("drops", [16])
("dropsy", [1])
("dross", [3])
("drouth", [1])
("drove", [2])
("drovier", [1])
("drown", [11])
("drownd", [9])
("drowned", [16])
("drowning", [5])
("drowns", [2])
("drowsiness", [1])
("drowsy", [6])
("drudge", [4])
("drug", [4])
("drugdamnd", [1])
("drugs", [2])
("drum", [3])
("drumble", [1])
("drums", [1])
("drunk", [31])
("drunkard", [8])
("drunkards", [3])
("drunken", [12])
("drunkenly", [1])
("drunkenness", [2])
("dry", [28])
("drybeaten", [1])
("dryfoot", [1])
("du", [1])
("dubbed", [1])
("ducat", [3])
("ducats", [48])
("ducdame", [4])
("duchess", [1])
("duck", [5])
("ducks", [2])
("due", [29])
("duello", [2])
("dues", [1])
("dugs", [1])
("duke", [511])
("dukedom", [12])
("dukes", [25])
("dulcet", [4])
("dull", [51])
("dullard", [1])
("duller", [3])
("dullest", [2])
("dulleyed", [2])
("dulling", [1])
("dully", [1])
("dulness", [2])
("duly", [2])
("dulzura", [1])
("dumain", [71])
("dumb", [12])
("dumbdiscoursive", [1])
("dumbness", [3])
("dumbs", [1])
("dumbshow", [2])
("dumps", [2])
("dun", [3])
("dungeon", [1])
("dungeons", [1])
("dunghill", [3])
("dunghills", [1])
("dungy", [1])
("durance", [5])
("during", [4])
("durst", [14])
("dusky", [1])
("dust", [12])
("dusty", [1])
("dutch", [1])
("dutchman", [3])
("dutchmans", [1])
("duteous", [2])
("duties", [3])
("dutiful", [1])
("duty", [38])
("dutywhat", [1])
("dwarf", [2])
("dwell", [13])
("dwelling", [5])
("dwellingplace", [1])
("dwells", [11])
("dwelt", [2])
("dyed", [1])
("dying", [9])
("e", [5])
("each", [64])
("eagle", [10])
("eagles", [3])
("eaglesighted", [1])
("eaning", [2])
("eanlings", [1])
("ear", [74])
("earas", [1])
("eardeafening", [1])
("earl", [1])
("earlier", [2])
("earliest", [2])
("earls", [1])
("early", [15])
("earn", [2])
("earnd", [1])
("earned", [4])
("earnest", [14])
("earnestly", [4])
("ears", [63])
("earth", [68])
("earthd", [1])
("earthly", [13])
("earthquake", [2])
("earthquakes", [1])
("earths", [5])
("earthvexing", [1])
("earthy", [1])
("earthygross", [1])
("earwax", [1])
("ease", [10])
("eases", [1])
("easier", [5])
("easiest", [1])
("easiliest", [1])
("easily", [12])
("easing", [1])
("east", [10])
("eastern", [1])
("easy", [18])
("eat", [55])
("eaten", [9])
("eater", [2])
("eating", [3])
("eats", [8])
("eaves", [1])
("ebb", [4])
("ebbd", [1])
("ebbing", [2])
("ebbs", [2])
("eboncoloured", [1])
("ebony", [3])
("eche", [1])
("echo", [3])
("echoes", [1])
("ecstasy", [4])
("edge", [14])
("edict", [4])
("edifice", [2])
("edified", [1])
("edifies", [1])
("edition", [1])
("educate", [1])
("education", [6])
("edward", [1])
("eeds", [1])
("eel", [4])
("eels", [1])
("een", [4])
("eer", [36])
("eerremaining", [1])
("effect", [22])
("effected", [1])
("effectless", [1])
("effects", [8])
("effectual", [1])
("effeminate", [2])
("effigies", [1])
("effusion", [1])
("eftest", [1])
("eftsoons", [1])
("egg", [3])
("eggs", [4])
("eggshells", [1])
("eglantine", [1])
("egregious", [1])
("egress", [1])
("egypt", [1])
("egyptian", [2])
("egyptians", [1])
("eight", [10])
("eighteen", [2])
("either", [66])
("eithers", [1])
("eke", [4])
("elbow", [42])
("elbows", [3])
("eld", [3])
("elder", [17])
("elders", [1])
("eldest", [11])
("eldst", [1])
("elected", [3])
("election", [8])
("elegancy", [1])
("elegies", [1])
("element", [5])
("elements", [8])
("elephant", [6])
("elevated", [1])
("eleven", [15])
("ell", [1])
("elm", [1])
("eloquence", [2])
("eloquent", [1])
("else", [152])
("elsewhere", [3])
("elves", [3])
("elysium", [2])
("em", [35])
("embarkd", [2])
("embarks", [1])
("embassage", [3])
("embassies", [1])
("embassy", [6])
("embattled", [1])
("embellished", [1])
("embereves", [1])
("emboldend", [2])
("embossd", [1])
("embossed", [1])
("embrace", [26])
("embraced", [9])
("embracement", [2])
("embracements", [4])
("embraces", [4])
("embracing", [3])
("embrasures", [1])
("embroidery", [1])
("emerald", [1])
("emilia", [9])
("eminence", [2])
("eminent", [3])
("emmence", [1])
("emmew", [1])
("empale", [1])
("emperor", [7])
("emperors", [2])
("empery", [1])
("empire", [2])
("employ", [9])
("employd", [6])
("employed", [1])
("employer", [1])
("employment", [8])
("employments", [1])
("empoison", [1])
("empress", [1])
("empties", [1])
("emptiness", [1])
("empty", [19])
("emulate", [1])
("emulation", [5])
("emulator", [1])
("emulous", [4])
("enact", [1])
("enacted", [1])
("enamelled", [1])
("enamoured", [1])
("encertainties", [1])
("enchafed", [1])
("enchant", [1])
("enchanted", [3])
("enchanting", [3])
("enchantingly", [1])
("enchantment", [2])
("enchants", [2])
("encircle", [1])
("enclosed", [2])
("encompassed", [1])
("encounter", [22])
("encounterd", [2])
("encountered", [2])
("encounterers", [1])
("encountering", [1])
("encounters", [4])
("encourage", [2])
("encouragement", [1])
("end", [114])
("endanger", [1])
("endeavor", [2])
("endeavors", [1])
("endeavour", [7])
("endeavours", [2])
("ended", [12])
("ending", [4])
("endings", [1])
("endless", [1])
("endowd", [1])
("endowed", [1])
("endowments", [3])
("endows", [1])
("ends", [12])
("endue", [1])
("endued", [1])
("endurance", [2])
("endure", [20])
("endured", [9])
("endurest", [1])
("enduring", [1])
("endwhat", [1])
("endymion", [1])
("enemies", [12])
("enemy", [38])
("enfeebles", [1])
("enfold", [1])
("enfoldings", [1])
("enforce", [10])
("enforced", [9])
("enforcement", [1])
("enforcest", [1])
("enfranchise", [1])
("enfranchised", [2])
("enfreed", [1])
("enfreedoming", [1])
("engage", [1])
("engaged", [7])
("engaging", [1])
("engenderd", [2])
("engendering", [1])
("engenders", [2])
("engine", [3])
("enginer", [1])
("england", [9])
("english", [11])
("englished", [1])
("englishman", [2])
("engrossed", [1])
("enigma", [2])
("enigmatical", [1])
("enjoin", [2])
("enjoind", [3])
("enjoined", [1])
("enjoineth", [1])
("enjoy", [13])
("enjoyd", [1])
("enjoyed", [3])
("enjoying", [3])
("enjoys", [1])
("enkindled", [1])
("enlard", [1])
("enlarge", [2])
("enlargement", [2])
("enlargeth", [1])
("enmity", [3])
("enough", [131])
("enoughwill", [1])
("enow", [2])
("enrage", [1])
("enraged", [3])
("enrapt", [1])
("enrich", [2])
("enrichd", [2])
("enriched", [2])
("enrobe", [1])
("enrobed", [1])
("enrolled", [4])
("ensconce", [3])
("enshield", [1])
("ensign", [1])
("enskyd", [1])
("ensue", [6])
("ensues", [4])
("ensuing", [3])
("entame", [1])
("enter", [670])
("enterd", [4])
("entered", [3])
("entering", [4])
("enterprise", [7])
("enters", [3])
("entertain", [14])
("entertaind", [3])
("entertained", [3])
("entertainer", [1])
("entertainest", [1])
("entertaining", [1])
("entertainment", [18])
("entertainments", [1])
("entertainst", [1])
("enthralled", [1])
("enthroned", [2])
("entice", [1])
("enticeth", [1])
("entire", [2])
("entirely", [4])
("entitle", [2])
("entitled", [1])
("entitling", [1])
("entomb", [1])
("entrails", [2])
("entrance", [6])
("entranced", [1])
("entrances", [1])
("entrap", [4])
("entreasured", [1])
("entreat", [43])
("entreated", [3])
("entreaties", [4])
("entreats", [2])
("entreaty", [4])
("envelope", [1])
("envenoms", [1])
("envies", [1])
("envious", [9])
("environed", [1])
("envy", [19])
("envys", [1])
("enwraps", [1])
("eo", [1])
("ephesian", [1])
("ephesus", [173])
("epicurean", [1])
("epidamnum", [7])
("epidaurus", [1])
("epigram", [1])
("epilogue", [6])
("epilogues", [1])
("epistles", [2])
("epistrophus", [1])
("epitaph", [5])
("epitaphs", [2])
("epithet", [3])
("epitheton", [1])
("epithets", [1])
("equal", [16])
("equalldthus", [1])
("equally", [4])
("equinoctial", [1])
("equivalent", [1])
("ere", [115])
("erebus", [1])
("erect", [2])
("erected", [1])
("erection", [1])
("eret", [1])
("erewhile", [3])
("ergo", [6])
("eringoes", [1])
("err", [6])
("errand", [11])
("errands", [1])
("errant", [1])
("errd", [2])
("errest", [1])
("erring", [1])
("error", [18])
("errors", [4])
("erst", [2])
("erudition", [1])
("eruptions", [1])
("escalus", [94])
("escanes", [6])
("escape", [8])
("escaped", [2])
("escapedst", [1])
("escapen", [1])
("escapes", [2])
("eschewd", [1])
("especially", [6])
("esperance", [1])
("espies", [2])
("esquire", [2])
("essay", [1])
("essence", [1])
("est", [3])
("establish", [1])
("established", [2])
("estate", [20])
("estates", [3])
("esteem", [11])
("esteemd", [5])
("esteemed", [3])
("esteems", [1])
("estimable", [2])
("estimate", [1])
("estimation", [8])
("estimations", [1])
("estranged", [2])
("et", [4])
("eternal", [6])
("eternity", [3])
("ethiope", [4])
("ethiopes", [1])
("ethiopian", [1])
("ethiopians", [1])
("etna", [1])
("eton", [4])
("eunuch", [4])
("euriphile", [4])
("europa", [3])
("europe", [3])
("evans", [106])
("evasion", [3])
("evasions", [1])
("eve", [3])
("even", [214])
("evening", [5])
("evenly", [1])
("event", [12])
("eventful", [1])
("events", [4])
("ever", [215])
("everas", [1])
("everesteemed", [1])
("everharmless", [1])
("everlasting", [5])
("evermore", [10])
("everpardon", [1])
("every", [202])
("everything", [5])
("everywhere", [1])
("eves", [2])
("evidence", [2])
("evidences", [1])
("evident", [3])
("evil", [28])
("evileyed", [1])
("evils", [10])
("evitate", [1])
("ewe", [3])
("ewer", [2])
("ewers", [1])
("ewes", [7])
("exact", [4])
("exacting", [1])
("exaction", [1])
("exactly", [3])
("exactst", [1])
("exalted", [1])
("examination", [3])
("examine", [5])
("examined", [3])
("examines", [1])
("example", [12])
("exampled", [1])
("exampleo", [1])
("examples", [1])
("exasperate", [2])
("exceed", [3])
("exceeded", [1])
("exceeding", [9])
("exceedingly", [2])
("exceeds", [6])
("excel", [4])
("excelled", [1])
("excellence", [6])
("excellencies", [1])
("excellency", [3])
("excellent", [59])
("excellently", [5])
("excels", [1])
("except", [10])
("excepted", [4])
("excepting", [1])
("exceptions", [1])
("excess", [4])
("exchange", [18])
("exchequers", [1])
("excite", [1])
("excited", [1])
("excitements", [1])
("excites", [1])
("exclaim", [2])
("exclamation", [1])
("excludes", [1])
("excommunication", [1])
("excrement", [4])
("excursions", [1])
("excuse", [32])
("excused", [1])
("execrations", [1])
("execute", [12])
("executed", [8])
("executing", [1])
("execution", [12])
("executioner", [5])
("executor", [1])
("exempt", [2])
("exercise", [6])
("exercises", [2])
("exeunt", [353])
("exhalest", [1])
("exhibit", [3])
("exhibition", [1])
("exhortation", [1])
("exile", [7])
("exiled", [2])
("existst", [1])
("exit", [370])
("exits", [1])
("exorciser", [1])
("expect", [19])
("expectance", [1])
("expectation", [5])
("expected", [5])
("expecters", [1])
("expecting", [2])
("expects", [1])
("expedient", [1])
("expediently", [1])
("expedition", [2])
("expeditious", [1])
("expelld", [1])
("expend", [1])
("expense", [8])
("expenses", [1])
("experience", [9])
("experienced", [2])
("experiences", [1])
("experiment", [1])
("experimental", [1])
("expiration", [1])
("expire", [1])
("expired", [3])
("expires", [1])
("explain", [1])
("explication", [1])
("exploit", [1])
("exploits", [2])
("expose", [2])
("exposed", [5])
("exposing", [1])
("exposition", [2])
("expositor", [1])
("expostulation", [1])
("exposure", [1])
("expound", [3])
("expounded", [1])
("express", [14])
("expressd", [7])
("expresseth", [1])
("expressing", [2])
("expressly", [5])
("expressure", [3])
("expulsion", [1])
("exquisite", [7])
